Group Size,Best Estimate (Assumes 40% of Infections are Asymp/Presymp),Estimate Range (Assumes 10-70% of Infections are Asymp/Presymp),Date Updated: 12-15-2021
2191,6.23,1.55-10.9,
2192,6.23,1.55-10.9,
2193,6.23,1.55-10.9,
2194,6.24,1.56-10.9,
2195,6.24,1.56-10.9,
2196,6.24,1.56-10.9,
2197,6.25,1.56-10.9,
2198,6.25,1.56-10.9,
2199,6.25,1.56-10.9,
2200,6.25,1.56-10.9,
2201,6.26,1.56-10.9,
2202,6.26,1.56-10.9,
2203,6.26,1.56-10.9,
2204,6.27,1.56-10.9,
2205,6.27,1.56-10.9,
2206,6.27,1.56-10.9,
2207,6.27,1.56-10.9,
2208,6.28,1.57-10.9,
2209,6.28,1.57-10.9,
2210,6.28,1.57-11.0,
2211,6.29,1.57-11.0,
2212,6.29,1.57-11.0,
2213,6.29,1.57-11.0,
2214,6.29,1.57-11.0,
2215,6.30,1.57-11.0,
2216,6.30,1.57-11.0,
2217,6.30,1.57-11.0,
2218,6.31,1.57-11.0,
2219,6.31,1.57-11.0,
2220,6.31,1.57-11.0,
2221,6.31,1.57-11.0,
2222,6.32,1.58-11.0,
2223,6.32,1.58-11.0,
2224,6.32,1.58-11.0,
2225,6.33,1.58-11.0,
2226,6.33,1.58-11.0,
2227,6.33,1.58-11.0,
2228,6.33,1.58-11.0,
2229,6.34,1.58-11.0,
2230,6.34,1.58-11.1,
2231,6.34,1.58-11.1,
2232,6.35,1.58-11.1,
2233,6.35,1.58-11.1,
2234,6.35,1.58-11.1,
2235,6.35,1.58-11.1,
2236,6.36,1.59-11.1,
2237,6.36,1.59-11.1,
2238,6.36,1.59-11.1,
2239,6.37,1.59-11.1,
2240,6.37,1.59-11.1,
2241,6.37,1.59-11.1,
2242,6.37,1.59-11.1,
2243,6.38,1.59-11.1,
2244,6.38,1.59-11.1,
2245,6.38,1.59-11.1,
2246,6.39,1.59-11.1,
2247,6.39,1.59-11.1,
2248,6.39,1.59-11.1,
2249,6.39,1.59-11.1,
2250,6.40,1.60-11.2,
2251,6.40,1.60-11.2,
2252,6.40,1.60-11.2,
2253,6.41,1.60-11.2,
2254,6.41,1.60-11.2,
2255,6.41,1.60-11.2,
2256,6.41,1.60-11.2,
2257,6.42,1.60-11.2,
2258,6.42,1.60-11.2,
2259,6.42,1.60-11.2,
2260,6.43,1.60-11.2,
2261,6.43,1.60-11.2,
2262,6.43,1.60-11.2,
2263,6.43,1.60-11.2,
2264,6.44,1.61-11.2,
2265,6.44,1.61-11.2,
2266,6.44,1.61-11.2,
2267,6.45,1.61-11.2,
2268,6.45,1.61-11.2,
2269,6.45,1.61-11.2,
2270,6.45,1.61-11.3,
2271,6.46,1.61-11.3,
2272,6.46,1.61-11.3,
2273,6.46,1.61-11.3,
2274,6.47,1.61-11.3,
2275,6.47,1.61-11.3,
2276,6.47,1.61-11.3,
2277,6.47,1.61-11.3,
2278,6.48,1.62-11.3,
2279,6.48,1.62-11.3,
2280,6.48,1.62-11.3,
2281,6.49,1.62-11.3,
2282,6.49,1.62-11.3,
2283,6.49,1.62-11.3,
2284,6.49,1.62-11.3,
2285,6.50,1.62-11.3,
2286,6.50,1.62-11.3,
2287,6.50,1.62-11.3,
2288,6.50,1.62-11.3,
2289,6.51,1.62-11.3,
2290,6.51,1.62-11.4,
2291,6.51,1.62-11.4,
2292,6.52,1.63-11.4,
2293,6.52,1.63-11.4,
2294,6.52,1.63-11.4,
2295,6.52,1.63-11.4,
2296,6.53,1.63-11.4,
2297,6.53,1.63-11.4,
2298,6.53,1.63-11.4,
2299,6.54,1.63-11.4,
2300,6.54,1.63-11.4,
2301,6.54,1.63-11.4,
2302,6.54,1.63-11.4,
2303,6.55,1.63-11.4,
2304,6.55,1.63-11.4,
2305,6.55,1.63-11.4,
2306,6.56,1.64-11.4,
2307,6.56,1.64-11.4,
2308,6.56,1.64-11.4,
2309,6.56,1.64-11.4,
2310,6.57,1.64-11.5,
2311,6.57,1.64-11.5,
2312,6.57,1.64-11.5,
2313,6.58,1.64-11.5,
2314,6.58,1.64-11.5,
2315,6.58,1.64-11.5,
2316,6.58,1.64-11.5,
2317,6.59,1.64-11.5,
2318,6.59,1.64-11.5,
2319,6.59,1.64-11.5,
2320,6.60,1.65-11.5,
2321,6.60,1.65-11.5,
2322,6.60,1.65-11.5,
2323,6.60,1.65-11.5,
2324,6.61,1.65-11.5,
2325,6.61,1.65-11.5,
2326,6.61,1.65-11.5,
2327,6.62,1.65-11.5,
2328,6.62,1.65-11.5,
2329,6.62,1.65-11.5,
2330,6.62,1.65-11.6,
2331,6.63,1.65-11.6,
2332,6.63,1.65-11.6,
2333,6.63,1.65-11.6,
2334,6.64,1.66-11.6,
2335,6.64,1.66-11.6,
2336,6.64,1.66-11.6,
2337,6.64,1.66-11.6,
2338,6.65,1.66-11.6,
2339,6.65,1.66-11.6,
2340,6.65,1.66-11.6,
2341,6.66,1.66-11.6,
2342,6.66,1.66-11.6,
2343,6.66,1.66-11.6,
2344,6.66,1.66-11.6,
2345,6.67,1.66-11.6,
2346,6.67,1.66-11.6,
2347,6.67,1.66-11.6,
2348,6.68,1.67-11.6,
2349,6.68,1.67-11.6,
2350,6.68,1.67-11.7,
2351,6.68,1.67-11.7,
2352,6.69,1.67-11.7,
2353,6.69,1.67-11.7,
2354,6.69,1.67-11.7,
2355,6.70,1.67-11.7,
2356,6.70,1.67-11.7,
2357,6.70,1.67-11.7,
2358,6.70,1.67-11.7,
2359,6.71,1.67-11.7,
2360,6.71,1.67-11.7,
2361,6.71,1.67-11.7,
2362,6.72,1.68-11.7,
2363,6.72,1.68-11.7,
2364,6.72,1.68-11.7,
2365,6.72,1.68-11.7,
2366,6.73,1.68-11.7,
2367,6.73,1.68-11.7,
2368,6.73,1.68-11.7,
2369,6.74,1.68-11.7,
2370,6.74,1.68-11.8,
2371,6.74,1.68-11.8,
2372,6.74,1.68-11.8,
2373,6.75,1.68-11.8,
2374,6.75,1.68-11.8,
2375,6.75,1.68-11.8,
2376,6.76,1.69-11.8,
2377,6.76,1.69-11.8,
2378,6.76,1.69-11.8,
2379,6.76,1.69-11.8,
2380,6.77,1.69-11.8,
2381,6.77,1.69-11.8,
2382,6.77,1.69-11.8,
2383,6.78,1.69-11.8,
2384,6.78,1.69-11.8,
2385,6.78,1.69-11.8,
2386,6.78,1.69-11.8,
2387,6.79,1.69-11.8,
2388,6.79,1.69-11.8,
2389,6.79,1.69-11.8,
2390,6.80,1.70-11.9,
2391,6.80,1.70-11.9,
2392,6.80,1.70-11.9,
2393,6.80,1.70-11.9,
2394,6.81,1.70-11.9,
2395,6.81,1.70-11.9,
2396,6.81,1.70-11.9,
2397,6.82,1.70-11.9,
2398,6.82,1.70-11.9,
2399,6.82,1.70-11.9,
2400,6.82,1.70-11.9,
2401,6.83,1.70-11.9,
2402,6.83,1.70-11.9,
2403,6.83,1.70-11.9,
2404,6.84,1.71-11.9,
2405,6.84,1.71-11.9,
2406,6.84,1.71-11.9,
2407,6.84,1.71-11.9,
2408,6.85,1.71-11.9,
2409,6.85,1.71-11.9,
2410,6.85,1.71-11.9,
2411,6.85,1.71-12.0,
2412,6.86,1.71-12.0,
2413,6.86,1.71-12.0,
2414,6.86,1.71-12.0,
2415,6.87,1.71-12.0,
2416,6.87,1.71-12.0,
2417,6.87,1.71-12.0,
2418,6.87,1.71-12.0,
2419,6.88,1.72-12.0,
2420,6.88,1.72-12.0,
2421,6.88,1.72-12.0,
2422,6.89,1.72-12.0,
2423,6.89,1.72-12.0,
2424,6.89,1.72-12.0,
2425,6.89,1.72-12.0,
2426,6.90,1.72-12.0,
2427,6.90,1.72-12.0,
2428,6.90,1.72-12.0,
2429,6.91,1.72-12.0,
2430,6.91,1.72-12.0,
2431,6.91,1.72-12.1,
2432,6.91,1.72-12.1,
2433,6.92,1.73-12.1,
2434,6.92,1.73-12.1,
2435,6.92,1.73-12.1,
2436,6.93,1.73-12.1,
2437,6.93,1.73-12.1,
2438,6.93,1.73-12.1,
2439,6.93,1.73-12.1,
2440,6.94,1.73-12.1,
2441,6.94,1.73-12.1,
2442,6.94,1.73-12.1,
2443,6.95,1.73-12.1,
2444,6.95,1.73-12.1,
2445,6.95,1.73-12.1,
2446,6.95,1.73-12.1,
2447,6.96,1.74-12.1,
2448,6.96,1.74-12.1,
2449,6.96,1.74-12.1,
2450,6.97,1.74-12.1,
2451,6.97,1.74-12.2,
2452,6.97,1.74-12.2,
2453,6.97,1.74-12.2,
2454,6.98,1.74-12.2,
2455,6.98,1.74-12.2,
2456,6.98,1.74-12.2,
2457,6.99,1.74-12.2,
2458,6.99,1.74-12.2,
2459,6.99,1.74-12.2,
2460,6.99,1.74-12.2,
2461,7.00,1.75-12.2,
2462,7.00,1.75-12.2,
2463,7.00,1.75-12.2,
2464,7.01,1.75-12.2,
2465,7.01,1.75-12.2,
2466,7.01,1.75-12.2,
2467,7.01,1.75-12.2,
2468,7.02,1.75-12.2,
2469,7.02,1.75-12.2,
2470,7.02,1.75-12.2,
2471,7.03,1.75-12.3,
2472,7.03,1.75-12.3,
2473,7.03,1.75-12.3,
2474,7.03,1.75-12.3,
2475,7.04,1.76-12.3,
2476,7.04,1.76-12.3,
2477,7.04,1.76-12.3,
2478,7.05,1.76-12.3,
2479,7.05,1.76-12.3,
2480,7.05,1.76-12.3,
2481,7.05,1.76-12.3,
2482,7.06,1.76-12.3,
2483,7.06,1.76-12.3,
2484,7.06,1.76-12.3,
2485,7.07,1.76-12.3,
2486,7.07,1.76-12.3,
2487,7.07,1.76-12.3,
2488,7.07,1.76-12.3,
2489,7.08,1.77-12.3,
2490,7.08,1.77-12.3,
2491,7.08,1.77-12.4,
2492,7.09,1.77-12.4,
2493,7.09,1.77-12.4,
2494,7.09,1.77-12.4,
2495,7.09,1.77-12.4,
2496,7.10,1.77-12.4,
2497,7.10,1.77-12.4,
2498,7.10,1.77-12.4,
2499,7.11,1.77-12.4,
2500,7.11,1.77-12.4,
2501,7.11,1.77-12.4,
2502,7.11,1.77-12.4,
2503,7.12,1.78-12.4,
2504,7.12,1.78-12.4,
2505,7.12,1.78-12.4,
2506,7.13,1.78-12.4,
2507,7.13,1.78-12.4,
2508,7.13,1.78-12.4,
2509,7.13,1.78-12.4,
2510,7.14,1.78-12.4,
2511,7.14,1.78-12.5,
2512,7.14,1.78-12.5,
2513,7.15,1.78-12.5,
2514,7.15,1.78-12.5,
2515,7.15,1.78-12.5,
2516,7.15,1.78-12.5,
2517,7.16,1.79-12.5,
2518,7.16,1.79-12.5,
2519,7.16,1.79-12.5,
2520,7.17,1.79-12.5,
2521,7.17,1.79-12.5,
2522,7.17,1.79-12.5,
2523,7.17,1.79-12.5,
2524,7.18,1.79-12.5,
2525,7.18,1.79-12.5,
2526,7.18,1.79-12.5,
2527,7.19,1.79-12.5,
2528,7.19,1.79-12.5,
2529,7.19,1.79-12.5,
2530,7.19,1.79-12.5,
2531,7.20,1.80-12.6,
2532,7.20,1.80-12.6,
2533,7.20,1.80-12.6,
2534,7.20,1.80-12.6,
2535,7.21,1.80-12.6,
2536,7.21,1.80-12.6,
2537,7.21,1.80-12.6,
2538,7.22,1.80-12.6,
2539,7.22,1.80-12.6,
2540,7.22,1.80-12.6,
2541,7.22,1.80-12.6,
2542,7.23,1.80-12.6,
2543,7.23,1.80-12.6,
2544,7.23,1.80-12.6,
2545,7.24,1.81-12.6,
2546,7.24,1.81-12.6,
2547,7.24,1.81-12.6,
2548,7.24,1.81-12.6,
2549,7.25,1.81-12.6,
2550,7.25,1.81-12.6,
2551,7.25,1.81-12.7,
2552,7.26,1.81-12.7,
2553,7.26,1.81-12.7,
2554,7.26,1.81-12.7,
2555,7.26,1.81-12.7,
2556,7.27,1.81-12.7,
2557,7.27,1.81-12.7,
2558,7.27,1.81-12.7,
2559,7.28,1.82-12.7,
2560,7.28,1.82-12.7,
2561,7.28,1.82-12.7,
2562,7.28,1.82-12.7,
2563,7.29,1.82-12.7,
2564,7.29,1.82-12.7,
2565,7.29,1.82-12.7,
2566,7.30,1.82-12.7,
2567,7.30,1.82-12.7,
2568,7.30,1.82-12.7,
2569,7.30,1.82-12.7,
2570,7.31,1.82-12.7,
2571,7.31,1.82-12.8,
2572,7.31,1.82-12.8,
2573,7.32,1.83-12.8,
2574,7.32,1.83-12.8,
2575,7.32,1.83-12.8,
2576,7.32,1.83-12.8,
2577,7.33,1.83-12.8,
2578,7.33,1.83-12.8,
2579,7.33,1.83-12.8,
2580,7.34,1.83-12.8,
2581,7.34,1.83-12.8,
2582,7.34,1.83-12.8,
2583,7.34,1.83-12.8,
2584,7.35,1.83-12.8,
2585,7.35,1.83-12.8,
2586,7.35,1.83-12.8,
2587,7.36,1.84-12.8,
2588,7.36,1.84-12.8,
2589,7.36,1.84-12.8,
2590,7.36,1.84-12.8,
2591,7.37,1.84-12.9,
2592,7.37,1.84-12.9,
2593,7.37,1.84-12.9,
2594,7.38,1.84-12.9,
2595,7.38,1.84-12.9,
2596,7.38,1.84-12.9,
2597,7.38,1.84-12.9,
2598,7.39,1.84-12.9,
2599,7.39,1.84-12.9,
2600,7.39,1.84-12.9,
2601,7.40,1.85-12.9,
2602,7.40,1.85-12.9,
2603,7.40,1.85-12.9,
2604,7.40,1.85-12.9,
2605,7.41,1.85-12.9,
2606,7.41,1.85-12.9,
2607,7.41,1.85-12.9,
2608,7.42,1.85-12.9,
2609,7.42,1.85-12.9,
2610,7.42,1.85-12.9,
2611,7.42,1.85-13.0,
2612,7.43,1.85-13.0,
2613,7.43,1.85-13.0,
2614,7.43,1.85-13.0,
2615,7.44,1.86-13.0,
2616,7.44,1.86-13.0,
2617,7.44,1.86-13.0,
2618,7.44,1.86-13.0,
2619,7.45,1.86-13.0,
2620,7.45,1.86-13.0,
2621,7.45,1.86-13.0,
2622,7.46,1.86-13.0,
2623,7.46,1.86-13.0,
2624,7.46,1.86-13.0,
2625,7.46,1.86-13.0,
2626,7.47,1.86-13.0,
2627,7.47,1.86-13.0,
2628,7.47,1.86-13.0,
2629,7.48,1.87-13.0,
2630,7.48,1.87-13.0,
2631,7.48,1.87-13.1,
2632,7.48,1.87-13.1,
2633,7.49,1.87-13.1,
2634,7.49,1.87-13.1,
2635,7.49,1.87-13.1,
2636,7.50,1.87-13.1,
2637,7.50,1.87-13.1,
2638,7.50,1.87-13.1,
2639,7.50,1.87-13.1,
2640,7.51,1.87-13.1,
2641,7.51,1.87-13.1,
2642,7.51,1.87-13.1,
2643,7.52,1.88-13.1,
2644,7.52,1.88-13.1,
2645,7.52,1.88-13.1,
2646,7.52,1.88-13.1,
2647,7.53,1.88-13.1,
2648,7.53,1.88-13.1,
2649,7.53,1.88-13.1,
2650,7.53,1.88-13.1,
2651,7.54,1.88-13.1,
2652,7.54,1.88-13.2,
2653,7.54,1.88-13.2,
2654,7.55,1.88-13.2,
2655,7.55,1.88-13.2,
2656,7.55,1.88-13.2,
2657,7.55,1.88-13.2,
2658,7.56,1.89-13.2,
2659,7.56,1.89-13.2,
2660,7.56,1.89-13.2,
2661,7.57,1.89-13.2,
2662,7.57,1.89-13.2,
2663,7.57,1.89-13.2,
2664,7.57,1.89-13.2,
2665,7.58,1.89-13.2,
2666,7.58,1.89-13.2,
2667,7.58,1.89-13.2,
2668,7.59,1.89-13.2,
2669,7.59,1.89-13.2,
2670,7.59,1.89-13.2,
2671,7.59,1.89-13.2,
2672,7.60,1.90-13.3,
2673,7.60,1.90-13.3,
2674,7.60,1.90-13.3,
2675,7.61,1.90-13.3,
2676,7.61,1.90-13.3,
2677,7.61,1.90-13.3,
2678,7.61,1.90-13.3,
2679,7.62,1.90-13.3,
2680,7.62,1.90-13.3,
2681,7.62,1.90-13.3,
2682,7.63,1.90-13.3,
2683,7.63,1.90-13.3,
2684,7.63,1.90-13.3,
2685,7.63,1.90-13.3,
2686,7.64,1.91-13.3,
2687,7.64,1.91-13.3,
2688,7.64,1.91-13.3,
2689,7.65,1.91-13.3,
2690,7.65,1.91-13.3,
2691,7.65,1.91-13.3,
2692,7.65,1.91-13.4,
2693,7.66,1.91-13.4,
2694,7.66,1.91-13.4,
2695,7.66,1.91-13.4,
2696,7.67,1.91-13.4,
2697,7.67,1.91-13.4,
2698,7.67,1.91-13.4,
2699,7.67,1.91-13.4,
2700,7.68,1.92-13.4,
2701,7.68,1.92-13.4,
2702,7.68,1.92-13.4,
2703,7.69,1.92-13.4,
2704,7.69,1.92-13.4,
2705,7.69,1.92-13.4,
2706,7.69,1.92-13.4,
2707,7.70,1.92-13.4,
2708,7.70,1.92-13.4,
2709,7.70,1.92-13.4,
2710,7.71,1.92-13.4,
2711,7.71,1.92-13.4,
2712,7.71,1.92-13.5,
2713,7.71,1.92-13.5,
2714,7.72,1.93-13.5,
2715,7.72,1.93-13.5,
2716,7.72,1.93-13.5,
2717,7.73,1.93-13.5,
2718,7.73,1.93-13.5,
2719,7.73,1.93-13.5,
2720,7.73,1.93-13.5,
2721,7.74,1.93-13.5,
2722,7.74,1.93-13.5,
2723,7.74,1.93-13.5,
2724,7.75,1.93-13.5,
2725,7.75,1.93-13.5,
2726,7.75,1.93-13.5,
2727,7.75,1.93-13.5,
2728,7.76,1.94-13.5,
2729,7.76,1.94-13.5,
2730,7.76,1.94-13.5,
2731,7.77,1.94-13.5,
2732,7.77,1.94-13.6,
2733,7.77,1.94-13.6,
2734,7.77,1.94-13.6,
2735,7.78,1.94-13.6,
2736,7.78,1.94-13.6,
2737,7.78,1.94-13.6,
2738,7.79,1.94-13.6,
2739,7.79,1.94-13.6,
2740,7.79,1.94-13.6,
2741,7.79,1.94-13.6,
2742,7.80,1.95-13.6,
2743,7.80,1.95-13.6,
2744,7.80,1.95-13.6,
2745,7.81,1.95-13.6,
2746,7.81,1.95-13.6,
2747,7.81,1.95-13.6,
2748,7.81,1.95-13.6,
2749,7.82,1.95-13.6,
2750,7.82,1.95-13.6,
2751,7.82,1.95-13.6,
2752,7.83,1.95-13.7,
2753,7.83,1.95-13.7,
2754,7.83,1.95-13.7,
2755,7.83,1.95-13.7,
2756,7.84,1.96-13.7,
2757,7.84,1.96-13.7,
2758,7.84,1.96-13.7,
2759,7.85,1.96-13.7,
2760,7.85,1.96-13.7,
2761,7.85,1.96-13.7,
2762,7.85,1.96-13.7,
2763,7.86,1.96-13.7,
2764,7.86,1.96-13.7,
2765,7.86,1.96-13.7,
2766,7.87,1.96-13.7,
2767,7.87,1.96-13.7,
2768,7.87,1.96-13.7,
2769,7.87,1.96-13.7,
2770,7.88,1.97-13.7,
2771,7.88,1.97-13.7,
2772,7.88,1.97-13.8,
2773,7.88,1.97-13.8,
2774,7.89,1.97-13.8,
2775,7.89,1.97-13.8,
2776,7.89,1.97-13.8,
2777,7.90,1.97-13.8,
2778,7.90,1.97-13.8,
2779,7.90,1.97-13.8,
2780,7.90,1.97-13.8,
2781,7.91,1.97-13.8,
2782,7.91,1.97-13.8,
2783,7.91,1.97-13.8,
2784,7.92,1.98-13.8,
2785,7.92,1.98-13.8,
2786,7.92,1.98-13.8,
2787,7.92,1.98-13.8,
2788,7.93,1.98-13.8,
2789,7.93,1.98-13.8,
2790,7.93,1.98-13.8,
2791,7.94,1.98-13.8,
2792,7.94,1.98-13.9,
2793,7.94,1.98-13.9,
2794,7.94,1.98-13.9,
2795,7.95,1.98-13.9,
2796,7.95,1.98-13.9,
2797,7.95,1.98-13.9,
2798,7.96,1.99-13.9,
2799,7.96,1.99-13.9,
2800,7.96,1.99-13.9,
2801,7.96,1.99-13.9,
2802,7.97,1.99-13.9,
2803,7.97,1.99-13.9,
2804,7.97,1.99-13.9,
2805,7.98,1.99-13.9,
2806,7.98,1.99-13.9,
2807,7.98,1.99-13.9,
2808,7.98,1.99-13.9,
2809,7.99,1.99-13.9,
2810,7.99,1.99-13.9,
2811,7.99,1.99-13.9,
2812,8.00,2.00-14.0,
2813,8.00,2.00-14.0,
2814,8.00,2.00-14.0,
2815,8.00,2.00-14.0,
2816,8.01,2.00-14.0,
2817,8.01,2.00-14.0,
2818,8.01,2.00-14.0,
2819,8.02,2.00-14.0,
2820,8.02,2.00-14.0,
2821,8.02,2.00-14.0,
2822,8.02,2.00-14.0,
2823,8.03,2.00-14.0,
2824,8.03,2.00-14.0,
2825,8.03,2.00-14.0,
2826,8.04,2.01-14.0,
2827,8.04,2.01-14.0,
2828,8.04,2.01-14.0,
2829,8.04,2.01-14.0,
2830,8.05,2.01-14.0,
2831,8.05,2.01-14.0,
2832,8.05,2.01-14.1,
2833,8.06,2.01-14.1,
2834,8.06,2.01-14.1,
2835,8.06,2.01-14.1,
2836,8.06,2.01-14.1,
2837,8.07,2.01-14.1,
2838,8.07,2.01-14.1,
2839,8.07,2.01-14.1,
2840,8.08,2.02-14.1,
2841,8.08,2.02-14.1,
2842,8.08,2.02-14.1,
2843,8.08,2.02-14.1,
2844,8.09,2.02-14.1,
2845,8.09,2.02-14.1,
2846,8.09,2.02-14.1,
2847,8.10,2.02-14.1,
2848,8.10,2.02-14.1,
2849,8.10,2.02-14.1,
2850,8.10,2.02-14.1,
2851,8.11,2.02-14.1,
2852,8.11,2.02-14.2,
2853,8.11,2.02-14.2,
2854,8.12,2.03-14.2,
2855,8.12,2.03-14.2,
2856,8.12,2.03-14.2,
2857,8.12,2.03-14.2,
2858,8.13,2.03-14.2,
2859,8.13,2.03-14.2,
2860,8.13,2.03-14.2,
2861,8.14,2.03-14.2,
2862,8.14,2.03-14.2,
2863,8.14,2.03-14.2,
2864,8.14,2.03-14.2,
2865,8.15,2.03-14.2,
2866,8.15,2.03-14.2,
2867,8.15,2.03-14.2,
2868,8.16,2.04-14.2,
2869,8.16,2.04-14.2,
2870,8.16,2.04-14.2,
2871,8.16,2.04-14.2,
2872,8.17,2.04-14.3,
2873,8.17,2.04-14.3,
2874,8.17,2.04-14.3,
2875,8.18,2.04-14.3,
2876,8.18,2.04-14.3,
2877,8.18,2.04-14.3,
2878,8.18,2.04-14.3,
2879,8.19,2.04-14.3,
2880,8.19,2.04-14.3,
2881,8.19,2.04-14.3,
2882,8.20,2.05-14.3,
2883,8.20,2.05-14.3,
2884,8.20,2.05-14.3,
2885,8.20,2.05-14.3,
2886,8.21,2.05-14.3,
2887,8.21,2.05-14.3,
2888,8.21,2.05-14.3,
2889,8.22,2.05-14.3,
2890,8.22,2.05-14.3,
2891,8.22,2.05-14.3,
2892,8.22,2.05-14.3,
2893,8.23,2.05-14.4,
2894,8.23,2.05-14.4,
2895,8.23,2.05-14.4,
2896,8.23,2.05-14.4,
2897,8.24,2.06-14.4,
2898,8.24,2.06-14.4,
2899,8.24,2.06-14.4,
2900,8.25,2.06-14.4,
2901,8.25,2.06-14.4,
2902,8.25,2.06-14.4,
2903,8.25,2.06-14.4,
2904,8.26,2.06-14.4,
2905,8.26,2.06-14.4,
2906,8.26,2.06-14.4,
2907,8.27,2.06-14.4,
2908,8.27,2.06-14.4,
2909,8.27,2.06-14.4,
2910,8.27,2.06-14.4,
2911,8.28,2.07-14.4,
2912,8.28,2.07-14.4,
2913,8.28,2.07-14.5,
2914,8.29,2.07-14.5,
2915,8.29,2.07-14.5,
2916,8.29,2.07-14.5,
2917,8.29,2.07-14.5,
2918,8.30,2.07-14.5,
2919,8.30,2.07-14.5,
2920,8.30,2.07-14.5,
2921,8.31,2.07-14.5,
2922,8.31,2.07-14.5,
2923,8.31,2.07-14.5,
2924,8.31,2.07-14.5,
2925,8.32,2.08-14.5,
2926,8.32,2.08-14.5,
2927,8.32,2.08-14.5,
2928,8.33,2.08-14.5,
2929,8.33,2.08-14.5,
2930,8.33,2.08-14.5,
2931,8.33,2.08-14.5,
2932,8.34,2.08-14.5,
2933,8.34,2.08-14.6,
2934,8.34,2.08-14.6,
2935,8.35,2.08-14.6,
2936,8.35,2.08-14.6,
2937,8.35,2.08-14.6,
2938,8.35,2.08-14.6,
2939,8.36,2.09-14.6,
2940,8.36,2.09-14.6,
2941,8.36,2.09-14.6,
2942,8.37,2.09-14.6,
2943,8.37,2.09-14.6,
2944,8.37,2.09-14.6,
2945,8.37,2.09-14.6,
2946,8.38,2.09-14.6,
2947,8.38,2.09-14.6,
2948,8.38,2.09-14.6,
2949,8.39,2.09-14.6,
2950,8.39,2.09-14.6,
2951,8.39,2.09-14.6,
2952,8.39,2.09-14.6,
2953,8.40,2.10-14.7,
2954,8.40,2.10-14.7,
2955,8.40,2.10-14.7,
2956,8.41,2.10-14.7,
2957,8.41,2.10-14.7,
2958,8.41,2.10-14.7,
2959,8.41,2.10-14.7,
2960,8.42,2.10-14.7,
2961,8.42,2.10-14.7,
2962,8.42,2.10-14.7,
2963,8.43,2.10-14.7,
2964,8.43,2.10-14.7,
2965,8.43,2.10-14.7,
2966,8.43,2.10-14.7,
2967,8.44,2.11-14.7,
2968,8.44,2.11-14.7,
2969,8.44,2.11-14.7,
2970,8.45,2.11-14.7,
2971,8.45,2.11-14.7,
2972,8.45,2.11-14.7,
2973,8.45,2.11-14.8,
2974,8.46,2.11-14.8,
2975,8.46,2.11-14.8,
2976,8.46,2.11-14.8,
2977,8.47,2.11-14.8,
2978,8.47,2.11-14.8,
2979,8.47,2.11-14.8,
2980,8.47,2.11-14.8,
2981,8.48,2.12-14.8,
2982,8.48,2.12-14.8,
2983,8.48,2.12-14.8,
2984,8.49,2.12-14.8,
2985,8.49,2.12-14.8,
2986,8.49,2.12-14.8,
2987,8.49,2.12-14.8,
2988,8.50,2.12-14.8,
2989,8.50,2.12-14.8,
2990,8.50,2.12-14.8,
2991,8.51,2.12-14.8,
2992,8.51,2.12-14.8,
2993,8.51,2.12-14.9,
2994,8.51,2.12-14.9,
2995,8.52,2.13-14.9,
2996,8.52,2.13-14.9,
2997,8.52,2.13-14.9,
2998,8.53,2.13-14.9,
2999,8.53,2.13-14.9,
3000,8.53,2.13-14.9,
3001,8.53,2.13-14.9,
3002,8.54,2.13-14.9,
3003,8.54,2.13-14.9,
3004,8.54,2.13-14.9,
3005,8.55,2.13-14.9,
3006,8.55,2.13-14.9,
3007,8.55,2.13-14.9,
3008,8.55,2.13-14.9,
3009,8.56,2.14-14.9,
3010,8.56,2.14-14.9,
3011,8.56,2.14-14.9,
3012,8.56,2.14-14.9,
3013,8.57,2.14-15.0,
3014,8.57,2.14-15.0,
3015,8.57,2.14-15.0,
3016,8.58,2.14-15.0,
3017,8.58,2.14-15.0,
3018,8.58,2.14-15.0,
3019,8.58,2.14-15.0,
3020,8.59,2.14-15.0,
3021,8.59,2.14-15.0,
3022,8.59,2.14-15.0,
3023,8.60,2.15-15.0,
3024,8.60,2.15-15.0,
3025,8.60,2.15-15.0,
3026,8.60,2.15-15.0,
3027,8.61,2.15-15.0,
3028,8.61,2.15-15.0,
3029,8.61,2.15-15.0,
3030,8.62,2.15-15.0,
3031,8.62,2.15-15.0,
3032,8.62,2.15-15.0,
3033,8.62,2.15-15.1,
3034,8.63,2.15-15.1,
3035,8.63,2.15-15.1,
3036,8.63,2.15-15.1,
3037,8.64,2.16-15.1,
3038,8.64,2.16-15.1,
3039,8.64,2.16-15.1,
3040,8.64,2.16-15.1,
3041,8.65,2.16-15.1,
3042,8.65,2.16-15.1,
3043,8.65,2.16-15.1,
3044,8.66,2.16-15.1,
3045,8.66,2.16-15.1,
3046,8.66,2.16-15.1,
3047,8.66,2.16-15.1,
3048,8.67,2.16-15.1,
3049,8.67,2.16-15.1,
3050,8.67,2.16-15.1,
3051,8.68,2.17-15.1,
3052,8.68,2.17-15.1,
3053,8.68,2.17-15.2,
3054,8.68,2.17-15.2,
3055,8.69,2.17-15.2,
3056,8.69,2.17-15.2,
3057,8.69,2.17-15.2,
3058,8.70,2.17-15.2,
3059,8.70,2.17-15.2,
3060,8.70,2.17-15.2,
