Group Size,Best Estimate (Assumes 40% of Infections are Asymp/Presymp),Estimate Range (Assumes 10-70% of Infections are Asymp/Presymp),Date Updated: 12-15-2021
3061,8.70,2.17-15.2,
3062,8.71,2.17-15.2,
3063,8.71,2.17-15.2,
3064,8.71,2.17-15.2,
3065,8.72,2.18-15.2,
3066,8.72,2.18-15.2,
3067,8.72,2.18-15.2,
3068,8.72,2.18-15.2,
3069,8.73,2.18-15.2,
3070,8.73,2.18-15.2,
3071,8.73,2.18-15.2,
3072,8.74,2.18-15.2,
3073,8.74,2.18-15.3,
3074,8.74,2.18-15.3,
3075,8.74,2.18-15.3,
3076,8.75,2.18-15.3,
3077,8.75,2.18-15.3,
3078,8.75,2.18-15.3,
3079,8.76,2.19-15.3,
3080,8.76,2.19-15.3,
3081,8.76,2.19-15.3,
3082,8.76,2.19-15.3,
3083,8.77,2.19-15.3,
3084,8.77,2.19-15.3,
3085,8.77,2.19-15.3,
3086,8.78,2.19-15.3,
3087,8.78,2.19-15.3,
3088,8.78,2.19-15.3,
3089,8.78,2.19-15.3,
3090,8.79,2.19-15.3,
3091,8.79,2.19-15.3,
3092,8.79,2.19-15.3,
3093,8.80,2.20-15.4,
3094,8.80,2.20-15.4,
3095,8.80,2.20-15.4,
3096,8.80,2.20-15.4,
3097,8.81,2.20-15.4,
3098,8.81,2.20-15.4,
3099,8.81,2.20-15.4,
3100,8.82,2.20-15.4,
3101,8.82,2.20-15.4,
3102,8.82,2.20-15.4,
3103,8.82,2.20-15.4,
3104,8.83,2.20-15.4,
3105,8.83,2.20-15.4,
3106,8.83,2.20-15.4,
3107,8.84,2.21-15.4,
3108,8.84,2.21-15.4,
3109,8.84,2.21-15.4,
3110,8.84,2.21-15.4,
3111,8.85,2.21-15.4,
3112,8.85,2.21-15.4,
3113,8.85,2.21-15.5,
3114,8.86,2.21-15.5,
3115,8.86,2.21-15.5,
3116,8.86,2.21-15.5,
3117,8.86,2.21-15.5,
3118,8.87,2.21-15.5,
3119,8.87,2.21-15.5,
3120,8.87,2.21-15.5,
3121,8.88,2.22-15.5,
3122,8.88,2.22-15.5,
3123,8.88,2.22-15.5,
3124,8.88,2.22-15.5,
3125,8.89,2.22-15.5,
3126,8.89,2.22-15.5,
3127,8.89,2.22-15.5,
3128,8.90,2.22-15.5,
3129,8.90,2.22-15.5,
3130,8.90,2.22-15.5,
3131,8.90,2.22-15.5,
3132,8.91,2.22-15.5,
3133,8.91,2.22-15.5,
3134,8.91,2.22-15.6,
3135,8.91,2.22-15.6,
3136,8.92,2.23-15.6,
3137,8.92,2.23-15.6,
3138,8.92,2.23-15.6,
3139,8.93,2.23-15.6,
3140,8.93,2.23-15.6,
3141,8.93,2.23-15.6,
3142,8.93,2.23-15.6,
3143,8.94,2.23-15.6,
3144,8.94,2.23-15.6,
3145,8.94,2.23-15.6,
3146,8.95,2.23-15.6,
3147,8.95,2.23-15.6,
3148,8.95,2.23-15.6,
3149,8.95,2.23-15.6,
3150,8.96,2.24-15.6,
3151,8.96,2.24-15.6,
3152,8.96,2.24-15.6,
3153,8.97,2.24-15.6,
3154,8.97,2.24-15.7,
3155,8.97,2.24-15.7,
3156,8.97,2.24-15.7,
3157,8.98,2.24-15.7,
3158,8.98,2.24-15.7,
3159,8.98,2.24-15.7,
3160,8.99,2.24-15.7,
3161,8.99,2.24-15.7,
3162,8.99,2.24-15.7,
3163,8.99,2.24-15.7,
3164,9.00,2.25-15.7,
3165,9.00,2.25-15.7,
3166,9.00,2.25-15.7,
3167,9.01,2.25-15.7,
3168,9.01,2.25-15.7,
3169,9.01,2.25-15.7,
3170,9.01,2.25-15.7,
3171,9.02,2.25-15.7,
3172,9.02,2.25-15.7,
3173,9.02,2.25-15.7,
3174,9.03,2.25-15.8,
3175,9.03,2.25-15.8,
3176,9.03,2.25-15.8,
3177,9.03,2.25-15.8,
3178,9.04,2.26-15.8,
3179,9.04,2.26-15.8,
3180,9.04,2.26-15.8,
3181,9.05,2.26-15.8,
3182,9.05,2.26-15.8,
3183,9.05,2.26-15.8,
3184,9.05,2.26-15.8,
3185,9.06,2.26-15.8,
3186,9.06,2.26-15.8,
3187,9.06,2.26-15.8,
3188,9.07,2.26-15.8,
3189,9.07,2.26-15.8,
3190,9.07,2.26-15.8,
3191,9.07,2.26-15.8,
3192,9.08,2.27-15.8,
3193,9.08,2.27-15.8,
3194,9.08,2.27-15.9,
3195,9.09,2.27-15.9,
3196,9.09,2.27-15.9,
3197,9.09,2.27-15.9,
3198,9.09,2.27-15.9,
3199,9.10,2.27-15.9,
3200,9.10,2.27-15.9,
3201,9.10,2.27-15.9,
3202,9.11,2.27-15.9,
3203,9.11,2.27-15.9,
3204,9.11,2.27-15.9,
3205,9.11,2.27-15.9,
3206,9.12,2.28-15.9,
3207,9.12,2.28-15.9,
3208,9.12,2.28-15.9,
3209,9.13,2.28-15.9,
3210,9.13,2.28-15.9,
3211,9.13,2.28-15.9,
3212,9.13,2.28-15.9,
3213,9.14,2.28-15.9,
3214,9.14,2.28-16.0,
3215,9.14,2.28-16.0,
3216,9.15,2.28-16.0,
3217,9.15,2.28-16.0,
3218,9.15,2.28-16.0,
3219,9.15,2.28-16.0,
3220,9.16,2.29-16.0,
3221,9.16,2.29-16.0,
3222,9.16,2.29-16.0,
3223,9.17,2.29-16.0,
3224,9.17,2.29-16.0,
3225,9.17,2.29-16.0,
3226,9.17,2.29-16.0,
3227,9.18,2.29-16.0,
3228,9.18,2.29-16.0,
3229,9.18,2.29-16.0,
3230,9.19,2.29-16.0,
3231,9.19,2.29-16.0,
3232,9.19,2.29-16.0,
3233,9.19,2.29-16.0,
3234,9.20,2.30-16.1,
3235,9.20,2.30-16.1,
3236,9.20,2.30-16.1,
3237,9.21,2.30-16.1,
3238,9.21,2.30-16.1,
3239,9.21,2.30-16.1,
3240,9.21,2.30-16.1,
3241,9.22,2.30-16.1,
3242,9.22,2.30-16.1,
3243,9.22,2.30-16.1,
3244,9.23,2.30-16.1,
3245,9.23,2.30-16.1,
3246,9.23,2.30-16.1,
3247,9.23,2.30-16.1,
3248,9.24,2.31-16.1,
3249,9.24,2.31-16.1,
3250,9.24,2.31-16.1,
3251,9.24,2.31-16.1,
3252,9.25,2.31-16.1,
3253,9.25,2.31-16.1,
3254,9.25,2.31-16.2,
3255,9.26,2.31-16.2,
3256,9.26,2.31-16.2,
3257,9.26,2.31-16.2,
3258,9.26,2.31-16.2,
3259,9.27,2.31-16.2,
3260,9.27,2.31-16.2,
3261,9.27,2.31-16.2,
3262,9.28,2.32-16.2,
3263,9.28,2.32-16.2,
3264,9.28,2.32-16.2,
3265,9.28,2.32-16.2,
3266,9.29,2.32-16.2,
3267,9.29,2.32-16.2,
3268,9.29,2.32-16.2,
3269,9.30,2.32-16.2,
3270,9.30,2.32-16.2,
3271,9.30,2.32-16.2,
3272,9.30,2.32-16.2,
3273,9.31,2.32-16.2,
3274,9.31,2.32-16.3,
3275,9.31,2.32-16.3,
3276,9.32,2.33-16.3,
3277,9.32,2.33-16.3,
3278,9.32,2.33-16.3,
3279,9.32,2.33-16.3,
3280,9.33,2.33-16.3,
3281,9.33,2.33-16.3,
3282,9.33,2.33-16.3,
3283,9.34,2.33-16.3,
3284,9.34,2.33-16.3,
3285,9.34,2.33-16.3,
3286,9.34,2.33-16.3,
3287,9.35,2.33-16.3,
3288,9.35,2.33-16.3,
3289,9.35,2.33-16.3,
3290,9.36,2.34-16.3,
3291,9.36,2.34-16.3,
3292,9.36,2.34-16.3,
3293,9.36,2.34-16.3,
3294,9.37,2.34-16.4,
3295,9.37,2.34-16.4,
3296,9.37,2.34-16.4,
3297,9.38,2.34-16.4,
3298,9.38,2.34-16.4,
3299,9.38,2.34-16.4,
3300,9.38,2.34-16.4,
3301,9.39,2.34-16.4,
3302,9.39,2.34-16.4,
3303,9.39,2.34-16.4,
3304,9.40,2.35-16.4,
3305,9.40,2.35-16.4,
3306,9.40,2.35-16.4,
3307,9.40,2.35-16.4,
3308,9.41,2.35-16.4,
3309,9.41,2.35-16.4,
3310,9.41,2.35-16.4,
3311,9.42,2.35-16.4,
3312,9.42,2.35-16.4,
3313,9.42,2.35-16.4,
3314,9.42,2.35-16.5,
3315,9.43,2.35-16.5,
3316,9.43,2.35-16.5,
3317,9.43,2.35-16.5,
3318,9.44,2.36-16.5,
3319,9.44,2.36-16.5,
3320,9.44,2.36-16.5,
3321,9.44,2.36-16.5,
3322,9.45,2.36-16.5,
3323,9.45,2.36-16.5,
3324,9.45,2.36-16.5,
3325,9.46,2.36-16.5,
3326,9.46,2.36-16.5,
3327,9.46,2.36-16.5,
3328,9.46,2.36-16.5,
3329,9.47,2.36-16.5,
3330,9.47,2.36-16.5,
3331,9.47,2.36-16.5,
3332,9.48,2.37-16.5,
3333,9.48,2.37-16.5,
3334,9.48,2.37-16.6,
3335,9.48,2.37-16.6,
3336,9.49,2.37-16.6,
3337,9.49,2.37-16.6,
3338,9.49,2.37-16.6,
3339,9.50,2.37-16.6,
3340,9.50,2.37-16.6,
3341,9.50,2.37-16.6,
3342,9.50,2.37-16.6,
3343,9.51,2.37-16.6,
3344,9.51,2.37-16.6,
3345,9.51,2.37-16.6,
3346,9.52,2.38-16.6,
3347,9.52,2.38-16.6,
3348,9.52,2.38-16.6,
3349,9.52,2.38-16.6,
3350,9.53,2.38-16.6,
3351,9.53,2.38-16.6,
3352,9.53,2.38-16.6,
3353,9.54,2.38-16.6,
3354,9.54,2.38-16.7,
3355,9.54,2.38-16.7,
3356,9.54,2.38-16.7,
3357,9.55,2.38-16.7,
3358,9.55,2.38-16.7,
3359,9.55,2.38-16.7,
3360,9.56,2.39-16.7,
3361,9.56,2.39-16.7,
3362,9.56,2.39-16.7,
3363,9.56,2.39-16.7,
3364,9.57,2.39-16.7,
3365,9.57,2.39-16.7,
3366,9.57,2.39-16.7,
3367,9.58,2.39-16.7,
3368,9.58,2.39-16.7,
3369,9.58,2.39-16.7,
3370,9.58,2.39-16.7,
3371,9.59,2.39-16.7,
3372,9.59,2.39-16.7,
3373,9.59,2.39-16.7,
3374,9.59,2.39-16.7,
3375,9.60,2.40-16.8,
3376,9.60,2.40-16.8,
3377,9.60,2.40-16.8,
3378,9.61,2.40-16.8,
3379,9.61,2.40-16.8,
3380,9.61,2.40-16.8,
3381,9.61,2.40-16.8,
3382,9.62,2.40-16.8,
3383,9.62,2.40-16.8,
3384,9.62,2.40-16.8,
3385,9.63,2.40-16.8,
3386,9.63,2.40-16.8,
3387,9.63,2.40-16.8,
3388,9.63,2.40-16.8,
3389,9.64,2.41-16.8,
3390,9.64,2.41-16.8,
3391,9.64,2.41-16.8,
3392,9.65,2.41-16.8,
3393,9.65,2.41-16.8,
3394,9.65,2.41-16.8,
3395,9.65,2.41-16.9,
3396,9.66,2.41-16.9,
3397,9.66,2.41-16.9,
3398,9.66,2.41-16.9,
3399,9.67,2.41-16.9,
3400,9.67,2.41-16.9,
3401,9.67,2.41-16.9,
3402,9.67,2.41-16.9,
3403,9.68,2.42-16.9,
3404,9.68,2.42-16.9,
3405,9.68,2.42-16.9,
3406,9.69,2.42-16.9,
3407,9.69,2.42-16.9,
3408,9.69,2.42-16.9,
3409,9.69,2.42-16.9,
3410,9.70,2.42-16.9,
3411,9.70,2.42-16.9,
3412,9.70,2.42-16.9,
3413,9.71,2.42-16.9,
3414,9.71,2.42-16.9,
3415,9.71,2.42-17.0,
3416,9.71,2.42-17.0,
3417,9.72,2.43-17.0,
3418,9.72,2.43-17.0,
3419,9.72,2.43-17.0,
3420,9.73,2.43-17.0,
3421,9.73,2.43-17.0,
3422,9.73,2.43-17.0,
3423,9.73,2.43-17.0,
3424,9.74,2.43-17.0,
3425,9.74,2.43-17.0,
3426,9.74,2.43-17.0,
3427,9.75,2.43-17.0,
3428,9.75,2.43-17.0,
3429,9.75,2.43-17.0,
3430,9.75,2.43-17.0,
3431,9.76,2.44-17.0,
3432,9.76,2.44-17.0,
3433,9.76,2.44-17.0,
3434,9.77,2.44-17.0,
3435,9.77,2.44-17.1,
3436,9.77,2.44-17.1,
3437,9.77,2.44-17.1,
3438,9.78,2.44-17.1,
3439,9.78,2.44-17.1,
3440,9.78,2.44-17.1,
3441,9.79,2.44-17.1,
3442,9.79,2.44-17.1,
3443,9.79,2.44-17.1,
3444,9.79,2.44-17.1,
3445,9.80,2.45-17.1,
3446,9.80,2.45-17.1,
3447,9.80,2.45-17.1,
3448,9.81,2.45-17.1,
3449,9.81,2.45-17.1,
3450,9.81,2.45-17.1,
3451,9.81,2.45-17.1,
3452,9.82,2.45-17.1,
3453,9.82,2.45-17.1,
3454,9.82,2.45-17.1,
3455,9.83,2.45-17.2,
3456,9.83,2.45-17.2,
3457,9.83,2.45-17.2,
3458,9.83,2.45-17.2,
3459,9.84,2.46-17.2,
3460,9.84,2.46-17.2,
3461,9.84,2.46-17.2,
3462,9.85,2.46-17.2,
3463,9.85,2.46-17.2,
3464,9.85,2.46-17.2,
3465,9.85,2.46-17.2,
3466,9.86,2.46-17.2,
3467,9.86,2.46-17.2,
3468,9.86,2.46-17.2,
3469,9.87,2.46-17.2,
3470,9.87,2.46-17.2,
3471,9.87,2.46-17.2,
3472,9.87,2.46-17.2,
3473,9.88,2.47-17.2,
3474,9.88,2.47-17.2,
3475,9.88,2.47-17.3,
3476,9.89,2.47-17.3,
3477,9.89,2.47-17.3,
3478,9.89,2.47-17.3,
3479,9.89,2.47-17.3,
3480,9.90,2.47-17.3,
3481,9.90,2.47-17.3,
3482,9.90,2.47-17.3,
3483,9.91,2.47-17.3,
3484,9.91,2.47-17.3,
3485,9.91,2.47-17.3,
3486,9.91,2.47-17.3,
3487,9.92,2.48-17.3,
3488,9.92,2.48-17.3,
3489,9.92,2.48-17.3,
3490,9.93,2.48-17.3,
3491,9.93,2.48-17.3,
3492,9.93,2.48-17.3,
3493,9.93,2.48-17.3,
3494,9.94,2.48-17.3,
3495,9.94,2.48-17.4,
3496,9.94,2.48-17.4,
3497,9.94,2.48-17.4,
3498,9.95,2.48-17.4,
3499,9.95,2.48-17.4,
3500,9.95,2.48-17.4,
3501,9.96,2.49-17.4,
3502,9.96,2.49-17.4,
3503,9.96,2.49-17.4,
3504,9.96,2.49-17.4,
3505,9.97,2.49-17.4,
3506,9.97,2.49-17.4,
3507,9.97,2.49-17.4,
3508,9.98,2.49-17.4,
3509,9.98,2.49-17.4,
3510,9.98,2.49-17.4,
3511,9.98,2.49-17.4,
3512,9.99,2.49-17.4,
3513,9.99,2.49-17.4,
3514,9.99,2.49-17.4,
3515,10.0,2.50-17.5,
3516,10.0,2.50-17.5,
3517,10.0,2.50-17.5,
3518,10.0,2.50-17.5,
3519,10.0,2.50-17.5,
3520,10.0,2.50-17.5,
3521,10.0,2.50-17.5,
3522,10.0,2.50-17.5,
3523,10.0,2.50-17.5,
3524,10.0,2.50-17.5,
3525,10.0,2.50-17.5,
3526,10.0,2.50-17.5,
3527,10.0,2.50-17.5,
3528,10.0,2.50-17.5,
3529,10.0,2.51-17.5,
3530,10.0,2.51-17.5,
3531,10.0,2.51-17.5,
3532,10.0,2.51-17.5,
3533,10.0,2.51-17.5,
3534,10.0,2.51-17.5,
3535,10.0,2.51-17.6,
3536,10.0,2.51-17.6,
3537,10.0,2.51-17.6,
3538,10.0,2.51-17.6,
3539,10.0,2.51-17.6,
3540,10.0,2.51-17.6,
3541,10.0,2.51-17.6,
3542,10.0,2.51-17.6,
3543,10.0,2.52-17.6,
3544,10.0,2.52-17.6,
3545,10.0,2.52-17.6,
3546,10.0,2.52-17.6,
3547,10.0,2.52-17.6,
3548,10.0,2.52-17.6,
3549,10.0,2.52-17.6,
3550,10.1,2.52-17.6,
3551,10.1,2.52-17.6,
3552,10.1,2.52-17.6,
3553,10.1,2.52-17.6,
3554,10.1,2.52-17.6,
3555,10.1,2.52-17.7,
3556,10.1,2.52-17.7,
3557,10.1,2.53-17.7,
3558,10.1,2.53-17.7,
3559,10.1,2.53-17.7,
3560,10.1,2.53-17.7,
3561,10.1,2.53-17.7,
3562,10.1,2.53-17.7,
3563,10.1,2.53-17.7,
3564,10.1,2.53-17.7,
3565,10.1,2.53-17.7,
3566,10.1,2.53-17.7,
3567,10.1,2.53-17.7,
3568,10.1,2.53-17.7,
3569,10.1,2.53-17.7,
3570,10.1,2.53-17.7,
3571,10.1,2.54-17.7,
3572,10.1,2.54-17.7,
3573,10.1,2.54-17.7,
3574,10.1,2.54-17.7,
3575,10.1,2.54-17.8,
3576,10.1,2.54-17.8,
3577,10.1,2.54-17.8,
3578,10.1,2.54-17.8,
3579,10.1,2.54-17.8,
3580,10.1,2.54-17.8,
3581,10.1,2.54-17.8,
3582,10.1,2.54-17.8,
3583,10.1,2.54-17.8,
3584,10.1,2.54-17.8,
3585,10.2,2.55-17.8,
3586,10.2,2.55-17.8,
3587,10.2,2.55-17.8,
3588,10.2,2.55-17.8,
3589,10.2,2.55-17.8,
3590,10.2,2.55-17.8,
3591,10.2,2.55-17.8,
3592,10.2,2.55-17.8,
3593,10.2,2.55-17.8,
3594,10.2,2.55-17.8,
3595,10.2,2.55-17.9,
3596,10.2,2.55-17.9,
3597,10.2,2.55-17.9,
3598,10.2,2.55-17.9,
3599,10.2,2.56-17.9,
3600,10.2,2.56-17.9,
3601,10.2,2.56-17.9,
3602,10.2,2.56-17.9,
3603,10.2,2.56-17.9,
3604,10.2,2.56-17.9,
3605,10.2,2.56-17.9,
3606,10.2,2.56-17.9,
3607,10.2,2.56-17.9,
3608,10.2,2.56-17.9,
3609,10.2,2.56-17.9,
3610,10.2,2.56-17.9,
3611,10.2,2.56-17.9,
3612,10.2,2.56-17.9,
3613,10.2,2.56-17.9,
3614,10.2,2.57-17.9,
3615,10.2,2.57-17.9,
3616,10.2,2.57-18.0,
3617,10.2,2.57-18.0,
3618,10.2,2.57-18.0,
3619,10.2,2.57-18.0,
3620,10.2,2.57-18.0,
3621,10.3,2.57-18.0,
3622,10.3,2.57-18.0,
3623,10.3,2.57-18.0,
3624,10.3,2.57-18.0,
3625,10.3,2.57-18.0,
3626,10.3,2.57-18.0,
3627,10.3,2.57-18.0,
3628,10.3,2.58-18.0,
3629,10.3,2.58-18.0,
3630,10.3,2.58-18.0,
3631,10.3,2.58-18.0,
3632,10.3,2.58-18.0,
3633,10.3,2.58-18.0,
3634,10.3,2.58-18.0,
3635,10.3,2.58-18.0,
3636,10.3,2.58-18.1,
3637,10.3,2.58-18.1,
3638,10.3,2.58-18.1,
3639,10.3,2.58-18.1,
3640,10.3,2.58-18.1,
3641,10.3,2.58-18.1,
3642,10.3,2.59-18.1,
3643,10.3,2.59-18.1,
3644,10.3,2.59-18.1,
3645,10.3,2.59-18.1,
3646,10.3,2.59-18.1,
3647,10.3,2.59-18.1,
3648,10.3,2.59-18.1,
3649,10.3,2.59-18.1,
3650,10.3,2.59-18.1,
3651,10.3,2.59-18.1,
3652,10.3,2.59-18.1,
3653,10.3,2.59-18.1,
3654,10.3,2.59-18.1,
3655,10.3,2.59-18.1,
3656,10.4,2.60-18.2,
3657,10.4,2.60-18.2,
3658,10.4,2.60-18.2,
3659,10.4,2.60-18.2,
3660,10.4,2.60-18.2,
3661,10.4,2.60-18.2,
3662,10.4,2.60-18.2,
3663,10.4,2.60-18.2,
3664,10.4,2.60-18.2,
3665,10.4,2.60-18.2,
3666,10.4,2.60-18.2,
3667,10.4,2.60-18.2,
3668,10.4,2.60-18.2,
3669,10.4,2.60-18.2,
3670,10.4,2.61-18.2,
3671,10.4,2.61-18.2,
3672,10.4,2.61-18.2,
3673,10.4,2.61-18.2,
3674,10.4,2.61-18.2,
3675,10.4,2.61-18.2,
3676,10.4,2.61-18.3,
3677,10.4,2.61-18.3,
3678,10.4,2.61-18.3,
3679,10.4,2.61-18.3,
3680,10.4,2.61-18.3,
3681,10.4,2.61-18.3,
3682,10.4,2.61-18.3,
3683,10.4,2.61-18.3,
3684,10.4,2.62-18.3,
3685,10.4,2.62-18.3,
3686,10.4,2.62-18.3,
3687,10.4,2.62-18.3,
3688,10.4,2.62-18.3,
3689,10.4,2.62-18.3,
3690,10.4,2.62-18.3,
3691,10.5,2.62-18.3,
3692,10.5,2.62-18.3,
3693,10.5,2.62-18.3,
3694,10.5,2.62-18.3,
3695,10.5,2.62-18.3,
3696,10.5,2.62-18.4,
3697,10.5,2.62-18.4,
3698,10.5,2.63-18.4,
3699,10.5,2.63-18.4,
3700,10.5,2.63-18.4,
3701,10.5,2.63-18.4,
3702,10.5,2.63-18.4,
3703,10.5,2.63-18.4,
3704,10.5,2.63-18.4,
3705,10.5,2.63-18.4,
3706,10.5,2.63-18.4,
3707,10.5,2.63-18.4,
3708,10.5,2.63-18.4,
3709,10.5,2.63-18.4,
3710,10.5,2.63-18.4,
3711,10.5,2.63-18.4,
3712,10.5,2.64-18.4,
3713,10.5,2.64-18.4,
3714,10.5,2.64-18.4,
3715,10.5,2.64-18.4,
3716,10.5,2.64-18.5,
3717,10.5,2.64-18.5,
3718,10.5,2.64-18.5,
3719,10.5,2.64-18.5,
3720,10.5,2.64-18.5,
3721,10.5,2.64-18.5,
3722,10.5,2.64-18.5,
3723,10.5,2.64-18.5,
3724,10.5,2.64-18.5,
3725,10.5,2.64-18.5,
3726,10.6,2.65-18.5,
3727,10.6,2.65-18.5,
3728,10.6,2.65-18.5,
3729,10.6,2.65-18.5,
3730,10.6,2.65-18.5,
3731,10.6,2.65-18.5,
3732,10.6,2.65-18.5,
3733,10.6,2.65-18.5,
3734,10.6,2.65-18.5,
3735,10.6,2.65-18.5,
3736,10.6,2.65-18.6,
3737,10.6,2.65-18.6,
3738,10.6,2.65-18.6,
3739,10.6,2.65-18.6,
3740,10.6,2.66-18.6,
3741,10.6,2.66-18.6,
3742,10.6,2.66-18.6,
3743,10.6,2.66-18.6,
3744,10.6,2.66-18.6,
3745,10.6,2.66-18.6,
3746,10.6,2.66-18.6,
3747,10.6,2.66-18.6,
3748,10.6,2.66-18.6,
3749,10.6,2.66-18.6,
3750,10.6,2.66-18.6,
3751,10.6,2.66-18.6,
3752,10.6,2.66-18.6,
3753,10.6,2.66-18.6,
3754,10.6,2.67-18.6,
3755,10.6,2.67-18.6,
3756,10.6,2.67-18.7,
3757,10.6,2.67-18.7,
3758,10.6,2.67-18.7,
3759,10.6,2.67-18.7,
3760,10.6,2.67-18.7,
3761,10.7,2.67-18.7,
3762,10.7,2.67-18.7,
3763,10.7,2.67-18.7,
3764,10.7,2.67-18.7,
3765,10.7,2.67-18.7,
3766,10.7,2.67-18.7,
3767,10.7,2.67-18.7,
3768,10.7,2.68-18.7,
3769,10.7,2.68-18.7,
3770,10.7,2.68-18.7,
3771,10.7,2.68-18.7,
3772,10.7,2.68-18.7,
3773,10.7,2.68-18.7,
3774,10.7,2.68-18.7,
3775,10.7,2.68-18.7,
3776,10.7,2.68-18.8,
3777,10.7,2.68-18.8,
3778,10.7,2.68-18.8,
3779,10.7,2.68-18.8,
3780,10.7,2.68-18.8,
3781,10.7,2.68-18.8,
3782,10.7,2.69-18.8,
3783,10.7,2.69-18.8,
3784,10.7,2.69-18.8,
3785,10.7,2.69-18.8,
3786,10.7,2.69-18.8,
3787,10.7,2.69-18.8,
3788,10.7,2.69-18.8,
3789,10.7,2.69-18.8,
3790,10.7,2.69-18.8,
3791,10.7,2.69-18.8,
3792,10.7,2.69-18.8,
3793,10.7,2.69-18.8,
3794,10.7,2.69-18.8,
3795,10.7,2.69-18.8,
3796,10.8,2.70-18.9,
3797,10.8,2.70-18.9,
3798,10.8,2.70-18.9,
3799,10.8,2.70-18.9,
3800,10.8,2.70-18.9,
3801,10.8,2.70-18.9,
3802,10.8,2.70-18.9,
3803,10.8,2.70-18.9,
3804,10.8,2.70-18.9,
3805,10.8,2.70-18.9,
3806,10.8,2.70-18.9,
3807,10.8,2.70-18.9,
3808,10.8,2.70-18.9,
3809,10.8,2.70-18.9,
3810,10.8,2.71-18.9,
3811,10.8,2.71-18.9,
3812,10.8,2.71-18.9,
3813,10.8,2.71-18.9,
3814,10.8,2.71-18.9,
3815,10.8,2.71-18.9,
3816,10.8,2.71-19.0,
3817,10.8,2.71-19.0,
3818,10.8,2.71-19.0,
3819,10.8,2.71-19.0,
3820,10.8,2.71-19.0,
3821,10.8,2.71-19.0,
3822,10.8,2.71-19.0,
3823,10.8,2.71-19.0,
3824,10.8,2.72-19.0,
3825,10.8,2.72-19.0,
3826,10.8,2.72-19.0,
3827,10.8,2.72-19.0,
3828,10.8,2.72-19.0,
3829,10.8,2.72-19.0,
3830,10.8,2.72-19.0,
3831,10.9,2.72-19.0,
3832,10.9,2.72-19.0,
3833,10.9,2.72-19.0,
3834,10.9,2.72-19.0,
3835,10.9,2.72-19.0,
3836,10.9,2.72-19.1,
3837,10.9,2.72-19.1,
3838,10.9,2.73-19.1,
3839,10.9,2.73-19.1,
3840,10.9,2.73-19.1,
3841,10.9,2.73-19.1,
3842,10.9,2.73-19.1,
3843,10.9,2.73-19.1,
3844,10.9,2.73-19.1,
3845,10.9,2.73-19.1,
3846,10.9,2.73-19.1,
3847,10.9,2.73-19.1,
3848,10.9,2.73-19.1,
3849,10.9,2.73-19.1,
3850,10.9,2.73-19.1,
3851,10.9,2.73-19.1,
3852,10.9,2.74-19.1,
3853,10.9,2.74-19.1,
3854,10.9,2.74-19.1,
3855,10.9,2.74-19.1,
3856,10.9,2.74-19.1,
3857,10.9,2.74-19.2,
3858,10.9,2.74-19.2,
3859,10.9,2.74-19.2,
3860,10.9,2.74-19.2,
3861,10.9,2.74-19.2,
3862,10.9,2.74-19.2,
3863,10.9,2.74-19.2,
3864,10.9,2.74-19.2,
3865,10.9,2.74-19.2,
3866,10.9,2.74-19.2,
3867,11.0,2.75-19.2,
3868,11.0,2.75-19.2,
3869,11.0,2.75-19.2,
3870,11.0,2.75-19.2,
3871,11.0,2.75-19.2,
3872,11.0,2.75-19.2,
3873,11.0,2.75-19.2,
3874,11.0,2.75-19.2,
3875,11.0,2.75-19.2,
3876,11.0,2.75-19.2,
3877,11.0,2.75-19.3,
3878,11.0,2.75-19.3,
3879,11.0,2.75-19.3,
3880,11.0,2.75-19.3,
3881,11.0,2.76-19.3,
3882,11.0,2.76-19.3,
3883,11.0,2.76-19.3,
3884,11.0,2.76-19.3,
3885,11.0,2.76-19.3,
3886,11.0,2.76-19.3,
3887,11.0,2.76-19.3,
3888,11.0,2.76-19.3,
3889,11.0,2.76-19.3,
3890,11.0,2.76-19.3,
3891,11.0,2.76-19.3,
3892,11.0,2.76-19.3,
3893,11.0,2.76-19.3,
3894,11.0,2.76-19.3,
3895,11.0,2.77-19.3,
3896,11.0,2.77-19.3,
3897,11.0,2.77-19.4,
3898,11.0,2.77-19.4,
3899,11.0,2.77-19.4,
3900,11.0,2.77-19.4,
3901,11.0,2.77-19.4,
3902,11.1,2.77-19.4,
3903,11.1,2.77-19.4,
3904,11.1,2.77-19.4,
3905,11.1,2.77-19.4,
3906,11.1,2.77-19.4,
3907,11.1,2.77-19.4,
3908,11.1,2.77-19.4,
3909,11.1,2.78-19.4,
3910,11.1,2.78-19.4,
3911,11.1,2.78-19.4,
3912,11.1,2.78-19.4,
3913,11.1,2.78-19.4,
3914,11.1,2.78-19.4,
3915,11.1,2.78-19.4,
3916,11.1,2.78-19.4,
3917,11.1,2.78-19.5,
3918,11.1,2.78-19.5,
3919,11.1,2.78-19.5,
3920,11.1,2.78-19.5,
3921,11.1,2.78-19.5,
3922,11.1,2.78-19.5,
3923,11.1,2.79-19.5,
3924,11.1,2.79-19.5,
3925,11.1,2.79-19.5,
3926,11.1,2.79-19.5,
3927,11.1,2.79-19.5,
3928,11.1,2.79-19.5,
3929,11.1,2.79-19.5,
3930,11.1,2.79-19.5,
